,CustomerID,Country,Recency,Frequency,Monetary,Klaster
741,13310.0,United Kingdom,8,77,258.81,4
742,13311.0,United Kingdom,3,26,107.14,11
743,13313.0,United Kingdom,21,78,166.32,8
744,13314.0,United Kingdom,1,74,254.87,2
745,13316.0,United Kingdom,36,87,379.92,8
746,13317.0,United Kingdom,63,132,542.04,14
747,13318.0,United Kingdom,0,20,57.14,11
749,13320.0,United Kingdom,69,109,199.94,14
750,13321.0,United Kingdom,71,11,23.37,10
751,13322.0,United Kingdom,16,25,69.26,11
752,13323.0,United Kingdom,2,21,95.55,11
753,13324.0,United Kingdom,31,77,228.07,8
754,13325.0,United Kingdom,81,12,36.34,10
755,13327.0,United Kingdom,38,109,300.25,8
756,13328.0,United Kingdom,315,17,31.919999999999998,1
757,13329.0,United Kingdom,31,19,41.81,9
758,13330.0,United Kingdom,92,53,107.08,12
759,13332.0,United Kingdom,13,21,63.74,11
761,13336.0,United Kingdom,76,51,127.62,0
762,13338.0,United Kingdom,153,24,165.33,5
763,13339.0,United Kingdom,200,54,282.72,6
764,13340.0,United Kingdom,44,134,369.87,8
765,13341.0,United Kingdom,260,42,175.65,6
766,13343.0,United Kingdom,172,22,141.32999999999998,5
767,13344.0,United Kingdom,67,116,588.1,14
768,13345.0,United Kingdom,276,22,124.8,5
769,13347.0,United Kingdom,69,8,60.16,10
770,13348.0,United Kingdom,63,14,30.88,10
771,13349.0,United Kingdom,10,16,64.42,3
772,13350.0,United Kingdom,15,43,401.03,2
773,13351.0,United Kingdom,65,16,103.97,10
774,13352.0,United Kingdom,7,27,95.26,11
775,13354.0,United Kingdom,70,51,94.28,12
776,13355.0,United Kingdom,121,32,87.23,12
777,13356.0,United Kingdom,79,42,181.28,0
778,13357.0,United Kingdom,256,89,262.02,6
779,13358.0,United Kingdom,268,29,145.19,5
780,13359.0,United Kingdom,58,24,137.55,0
781,13362.0,United Kingdom,2,169,586.13,4
782,13363.0,United Kingdom,17,60,230.24,2
783,13364.0,United Kingdom,66,20,51.96,12
784,13365.0,United Kingdom,8,132,413.51,4
785,13366.0,United Kingdom,49,1,0.39,7
786,13368.0,United Kingdom,256,29,142.61,5
789,13372.0,United Kingdom,89,23,138.47,0
790,13373.0,United Kingdom,60,158,516.67,14
791,13375.0,United Kingdom,80,38,121.84,0
792,13376.0,United Kingdom,98,53,285.13,0
793,13379.0,United Kingdom,25,97,169.78,8
794,13381.0,United Kingdom,20,173,530.92,8
795,13382.0,United Kingdom,280,15,41.28,1
796,13384.0,United Kingdom,30,155,496.98,8
797,13385.0,United Kingdom,329,35,158.66,5
798,13388.0,United Kingdom,120,36,209.58,0
799,13389.0,United Kingdom,10,51,196.09,2
800,13390.0,United Kingdom,74,13,39.79,10
801,13391.0,United Kingdom,203,1,14.95,1
802,13394.0,United Kingdom,1,164,269.1,4
803,13395.0,United Kingdom,184,21,57.199999999999996,5
804,13396.0,United Kingdom,21,47,188.98,0
805,13397.0,United Kingdom,72,39,156.95,0
806,13398.0,United Kingdom,191,26,89.17,5
807,13402.0,United Kingdom,126,39,77.21000000000001,12
808,13403.0,United Kingdom,17,3,8.75,7
809,13404.0,United Kingdom,0,11,31.91,7
810,13405.0,United Kingdom,73,27,146.551,0
812,13410.0,United Kingdom,8,30,74.44,11
813,13411.0,United Kingdom,106,18,58.75,12
814,13414.0,United Kingdom,133,24,44.17,10
815,13416.0,United Kingdom,43,19,103.65,9
816,13417.0,United Kingdom,4,28,177.98,2
818,13419.0,United Kingdom,63,16,16.19,10
819,13420.0,United Kingdom,134,10,31.89,10
820,13421.0,United Kingdom,39,103,217.46,8
821,13422.0,United Kingdom,50,128,389.84000000000003,8
822,13425.0,United Kingdom,107,78,205.46,14
823,13426.0,United Kingdom,0,159,307.85,4
824,13427.0,United Kingdom,18,29,47.85,11
825,13428.0,United Kingdom,9,71,133.43,2
826,13429.0,United Kingdom,10,67,81.79,11
827,13430.0,United Kingdom,18,54,94.13,11
828,13431.0,United Kingdom,66,46,147.97,0
829,13434.0,United Kingdom,73,10,16.52,10
830,13435.0,United Kingdom,4,103,304.36,4
831,13436.0,United Kingdom,1,12,69.96,3
833,13439.0,United Kingdom,254,54,93.17,5
834,13441.0,United Kingdom,91,13,25.04,10
835,13447.0,United Kingdom,22,62,195.23,0
836,13448.0,United Kingdom,16,198,635.09,4
837,13449.0,United Kingdom,23,19,36.57,9
838,13450.0,United Kingdom,26,71,109.35,9
840,13452.0,United Kingdom,258,2,590.0,13
841,13453.0,United Kingdom,165,17,77.28999999999999,5
842,13455.0,United Kingdom,24,53,253.81,8
843,13456.0,United Kingdom,17,65,228.95,2
845,13460.0,United Kingdom,28,17,18.02,9
846,13461.0,United Kingdom,38,27,42.35,9
847,13462.0,United Kingdom,182,10,38.75,1
848,13464.0,United Kingdom,57,41,131.43,0
849,13466.0,United Kingdom,99,18,58.26,12
850,13467.0,United Kingdom,10,98,267.5,4
852,13470.0,United Kingdom,98,10,16.5,10
854,13473.0,United Kingdom,60,22,79.14,12
855,13474.0,United Kingdom,235,60,143.95,6
856,13475.0,United Kingdom,190,86,248.42000000000002,6
857,13476.0,United Kingdom,178,61,655.84,6
858,13477.0,United Kingdom,37,81,210.44,8
859,13479.0,United Kingdom,197,16,79.65,13
860,13481.0,United Kingdom,45,112,258.88,8
861,13482.0,United Kingdom,231,11,26.83,1
862,13483.0,United Kingdom,65,10,10.559999999999999,10
863,13484.0,United Kingdom,240,8,60.0,13
864,13485.0,United Kingdom,232,23,55.78,5
865,13486.0,United Kingdom,77,69,200.79,0
866,13487.0,United Kingdom,57,34,151.34,0
868,13489.0,United Kingdom,104,14,19.84,10
869,13491.0,United Kingdom,51,86,290.0,8
870,13492.0,Switzerland,135,50,225.08,0
871,13493.0,Switzerland,274,8,103.17,13
872,13494.0,United Kingdom,311,18,65.97,5
873,13495.0,United Kingdom,7,52,137.26,2
874,13496.0,United Kingdom,10,36,111.74,2
875,13497.0,United Kingdom,282,20,63.25,5
876,13499.0,United Kingdom,17,45,95.83,11
877,13500.0,United Kingdom,22,67,238.26,8
878,13501.0,Switzerland,242,53,204.01999999999998,6
879,13502.0,United Kingdom,16,18,32.36,11
880,13503.0,United Kingdom,70,17,37.08,10
881,13504.0,United Kingdom,63,22,81.44,12
883,13506.0,United Kingdom,311,29,80.09,5
884,13507.0,United Kingdom,2,162,543.38,4
885,13508.0,United Kingdom,243,12,62.31,13
886,13509.0,United Kingdom,8,44,60.03,11
887,13510.0,United Kingdom,0,117,277.58,4
888,13512.0,United Kingdom,260,15,62.03,13
889,13513.0,United Kingdom,126,10,36.85,10
890,13514.0,United Kingdom,73,4,16.700000000000003,10
891,13515.0,United Kingdom,72,59,127.76,0
892,13516.0,United Kingdom,20,44,129.7,0
893,13517.0,United Kingdom,59,143,417.65000000000003,14
894,13518.0,United Kingdom,85,36,97.53999999999999,12
895,13519.0,United Kingdom,49,9,62.7,3
896,13520.0,Switzerland,58,95,467.25,14
898,13522.0,United Kingdom,29,5,16.35,7
900,13524.0,United Kingdom,40,27,93.56,9
901,13525.0,United Kingdom,14,6,23.41,7
902,13527.0,United Kingdom,33,218,611.36,8
903,13529.0,United Kingdom,78,15,83.98,10
904,13531.0,United Kingdom,204,22,99.87,5
905,13532.0,United Kingdom,33,66,146.73,0
906,13533.0,United Kingdom,182,75,146.08,6
908,13536.0,United Kingdom,0,178,575.6800000000001,4
909,13538.0,United Kingdom,42,25,186.91,9
910,13539.0,United Kingdom,85,38,159.47,0
911,13544.0,United Kingdom,39,78,244.78,8
912,13546.0,United Kingdom,11,97,213.07,2
913,13548.0,United Kingdom,95,123,348.2,14
914,13549.0,United Kingdom,25,52,182.22,0
915,13551.0,United Kingdom,318,4,30.6,1
916,13552.0,United Kingdom,65,121,507.97,14
917,13555.0,United Kingdom,73,135,322.7,14
918,13557.0,United Kingdom,27,34,50.23,9
919,13558.0,United Kingdom,5,169,376.12,4
920,13560.0,United Kingdom,6,32,95.57000000000001,11
921,13561.0,United Kingdom,215,14,49.65,13
922,13562.0,United Kingdom,81,82,314.65000000000003,14
923,13563.0,United Kingdom,83,49,417.13,0
925,13565.0,United Kingdom,18,38,65.31,11
926,13566.0,United Kingdom,40,169,317.01,8
927,13568.0,United Kingdom,172,43,130.6,6
928,13569.0,United Kingdom,16,79,240.39000000000001,4
929,13570.0,United Kingdom,242,27,56.77,5
931,13572.0,United Kingdom,205,33,148.58,5
932,13573.0,United Kingdom,49,25,88.08,9
933,13575.0,United Kingdom,22,46,98.8,9
934,13576.0,United Kingdom,9,130,416.85,4
935,13577.0,United Kingdom,24,85,259.15,8
936,13579.0,United Kingdom,14,23,97.99,11
937,13581.0,United Kingdom,308,10,44.800000000000004,1
938,13583.0,United Kingdom,155,53,106.64,5
939,13584.0,United Kingdom,306,24,99.94999999999999,5
940,13587.0,United Kingdom,31,11,94.53999999999999,3
941,13588.0,United Kingdom,15,180,249.35,4
942,13589.0,United Kingdom,14,21,140.73,2
943,13590.0,United Kingdom,10,89,166.39000000000001,2
944,13591.0,United Kingdom,64,58,230.79999999999998,0
945,13592.0,United Kingdom,35,16,100.16,3
946,13593.0,United Kingdom,107,128,559.66,14
947,13594.0,United Kingdom,52,26,41.48,9
948,13596.0,United Kingdom,5,146,348.12,4
949,13598.0,United Kingdom,46,36,131.01,0
951,13600.0,United Kingdom,311,19,58.22,5
952,13601.0,United Kingdom,44,99,184.38,8
953,13602.0,United Kingdom,64,23,47.4,10
954,13603.0,United Kingdom,25,27,57.02,9
955,13606.0,United Kingdom,28,40,93.77,9
956,13607.0,United Kingdom,39,97,307.51,8
957,13610.0,United Kingdom,11,217,640.4,4
958,13611.0,United Kingdom,88,74,176.45,0
960,13615.0,United Kingdom,312,24,80.86,5
961,13617.0,United Kingdom,39,44,122.75,0
962,13618.0,United Kingdom,173,13,13.46,1
963,13621.0,United Kingdom,116,19,21.45,10
964,13623.0,United Kingdom,30,83,315.55,8
965,13626.0,United Kingdom,252,19,40.67,1
966,13627.0,United Kingdom,58,94,287.26,14
967,13629.0,United Kingdom,22,59,137.13,0
968,13630.0,United Kingdom,4,80,168.67,2
969,13631.0,United Kingdom,99,12,74.72,10
970,13632.0,United Kingdom,24,146,467.2,8
971,13634.0,United Kingdom,32,186,612.25,8
972,13635.0,United Kingdom,67,62,149.16,0
973,13636.0,United Kingdom,36,64,239.73,8
974,13637.0,United Kingdom,51,99,235.85,8
975,13638.0,United Kingdom,15,8,23.94,7
976,13639.0,United Kingdom,73,40,57.72,12
977,13642.0,United Kingdom,215,57,190.85999999999999,6
978,13643.0,United Kingdom,30,28,67.05,9
979,13644.0,United Kingdom,8,148,469.57,4
980,13645.0,United Kingdom,119,5,16.849999999999998,10
981,13647.0,United Kingdom,9,79,266.46,4
982,13649.0,United Kingdom,256,23,73.4,5
983,13650.0,United Kingdom,16,98,316.14,4
984,13651.0,United Kingdom,34,6,36.35,7
985,13652.0,United Kingdom,45,63,196.77,0
986,13654.0,United Kingdom,42,166,419.43,8
987,13655.0,United Kingdom,113,56,186.46,0
988,13656.0,United Kingdom,164,49,84.23,5
989,13657.0,United Kingdom,10,16,47.89,3
990,13658.0,United Kingdom,9,112,500.15,4
991,13659.0,United Kingdom,196,107,410.38,6
992,13662.0,United Kingdom,85,57,190.87,0
993,13663.0,United Kingdom,178,13,58.5,13
994,13666.0,United Kingdom,59,12,44.9,10
995,13667.0,United Kingdom,148,83,206.65,6
997,13669.0,United Kingdom,50,9,24.76,7
998,13670.0,United Kingdom,74,25,46.92,10
999,13672.0,United Kingdom,300,16,138.41,13
1000,13673.0,United Kingdom,18,60,205.14,2
1001,13675.0,United Kingdom,150,25,47.57,1
1002,13678.0,United Kingdom,151,16,6.3,1
1003,13680.0,United Kingdom,0,215,478.76,4
1004,13681.0,United Kingdom,17,57,165.44,2
1005,13682.0,United Kingdom,186,3,21.25,1
1006,13684.0,United Kingdom,285,30,53.24,5
1007,13685.0,United Kingdom,2,39,27.330000000000002,11
1008,13686.0,United Kingdom,182,8,9.3,1
1009,13689.0,United Kingdom,62,6,10.2,10
1010,13690.0,United Kingdom,58,9,53.75,10
1011,13692.0,United Kingdom,24,55,159.17,0
1012,13693.0,United Kingdom,324,4,22.1,1
1014,13695.0,United Kingdom,30,90,238.22,8
1015,13697.0,United Kingdom,38,12,16.72,7
1016,13699.0,United Kingdom,154,14,88.29,13
1017,13700.0,United Kingdom,25,194,308.17,8
1018,13703.0,United Kingdom,317,1,9.95,1
1019,13704.0,United Kingdom,4,135,450.31,4
1020,13705.0,United Kingdom,7,28,213.04,2
1021,13706.0,United Kingdom,302,20,55.480000000000004,5
1022,13707.0,United Kingdom,266,48,214.24,6
1023,13708.0,United Kingdom,270,49,98.33,5
1025,13710.0,United Kingdom,31,8,9.33,7
1026,13711.0,United Kingdom,218,13,49.14,13
1027,13712.0,United Kingdom,246,10,12.35,1
1028,13715.0,United Kingdom,280,107,249.4,6
1029,13716.0,United Kingdom,268,21,29.81,1
1030,13717.0,United Kingdom,31,103,221.18,8
1031,13718.0,United Kingdom,245,12,66.35,13
1032,13719.0,United Kingdom,14,60,195.96,2
1033,13720.0,United Kingdom,116,43,136.7,0
1034,13721.0,United Kingdom,35,28,79.83,9
1035,13722.0,United Kingdom,119,86,251.42,14
1036,13723.0,United Kingdom,216,6,31.7,1
1037,13725.0,United Kingdom,49,118,495.55,8
1038,13726.0,United Kingdom,38,42,45.199999999999996,9
1039,13727.0,United Kingdom,28,20,58.82,9
1040,13728.0,United Kingdom,36,63,343.46,8
1041,13730.0,United Kingdom,135,43,139.24,0
1042,13731.0,United Kingdom,218,38,163.0,6
1043,13732.0,United Kingdom,27,33,52.14,9
1045,13736.0,United Kingdom,4,193,420.89,4
1046,13737.0,United Kingdom,199,30,115.46000000000001,5
1047,13739.0,United Kingdom,17,3,16.45,7
1048,13740.0,United Kingdom,240,23,36.71,1
1049,13741.0,United Kingdom,71,35,179.77,0
1051,13743.0,United Kingdom,2,42,47.379999999999995,11
1052,13744.0,United Kingdom,94,63,115.35,0
1053,13745.0,United Kingdom,150,26,16.99,1
1055,13748.0,United Kingdom,95,28,111.9,0
1056,13750.0,United Kingdom,53,24,120.49,9
1057,13751.0,United Kingdom,287,9,31.770000000000003,1
1058,13752.0,United Kingdom,123,75,227.88,0
1059,13753.0,United Kingdom,287,35,62.8,5
1060,13754.0,United Kingdom,151,12,28.049999999999997,1
1062,13756.0,United Kingdom,1,143,390.52,4
1063,13758.0,United Kingdom,11,117,384.69,4
1064,13759.0,United Kingdom,32,25,84.07,9
1065,13760.0,United Kingdom,53,57,113.12,0
1066,13761.0,United Kingdom,49,70,206.46,0
1067,13762.0,United Kingdom,203,14,17.64,1
1068,13763.0,United Kingdom,62,17,55.97,12
1069,13764.0,United Kingdom,70,207,566.2,14
1071,13769.0,United Kingdom,1,143,523.44,4
1072,13771.0,United Kingdom,63,120,315.33,14
1073,13772.0,United Kingdom,33,173,429.31,8
1074,13774.0,United Kingdom,81,22,72.4,12
1075,13777.0,United Kingdom,0,219,520.74,4
1076,13778.0,United Kingdom,102,9,29.7,10
1077,13780.0,United Kingdom,6,57,147.24,2
1078,13781.0,United Kingdom,250,17,77.47,5
1079,13782.0,United Kingdom,12,113,400.34,4
1080,13784.0,United Kingdom,9,31,81.78,11
1082,13787.0,United Kingdom,75,31,76.81,12
1083,13790.0,United Kingdom,3,45,34.73,11
1084,13791.0,United Kingdom,42,17,21.29,9
1085,13792.0,United Kingdom,65,13,46.1,10
1087,13799.0,United Kingdom,116,39,83.08,12
1088,13800.0,United Kingdom,309,33,84.28,5
1089,13801.0,United Kingdom,66,23,90.95,12
1090,13802.0,United Kingdom,137,66,186.68,0
1091,13803.0,United Kingdom,254,17,49.69,5
1092,13804.0,United Kingdom,30,135,419.74,8
1093,13805.0,United Kingdom,51,13,7.71,7
1094,13806.0,United Kingdom,63,10,52.33,10
1096,13808.0,United Kingdom,5,76,285.24,2
1097,13809.0,Cyprus,304,12,85.3,13
1099,13811.0,Germany,183,14,564.0,13
1100,13812.0,Germany,41,36,129.1,0
1101,13813.0,Germany,39,71,308.95,8
1102,13814.0,Germany,55,58,180.68,0
1103,13815.0,Germany,21,177,455.92,8
1104,13816.0,Germany,23,33,141.55,9
1105,13817.0,Germany,28,24,77.27,9
1106,13819.0,United Kingdom,301,36,72.13,5
1107,13821.0,United Kingdom,144,59,194.21,6
1108,13822.0,United Kingdom,5,96,171.89,2
1109,13823.0,United Kingdom,18,40,156.82,2
1110,13824.0,United Kingdom,32,46,126.63,0
1111,13826.0,United Kingdom,157,12,72.14999999999999,13
1112,13827.0,United Kingdom,57,92,347.46,14
1113,13828.0,United Kingdom,21,15,28.57,7
1115,13831.0,United Kingdom,15,72,288.31,2
1116,13832.0,United Kingdom,17,4,10.6,7
1117,13833.0,United Kingdom,158,28,141.15,5
1118,13835.0,United Kingdom,24,55,176.03,0
1119,13837.0,United Kingdom,211,18,37.11,1
1120,13838.0,United Kingdom,5,165,522.93,4
1121,13841.0,United Kingdom,252,1,0.85,1
1123,13844.0,United Kingdom,10,20,49.21,11
1124,13845.0,United Kingdom,64,9,17.59,10
1125,13846.0,United Kingdom,24,58,207.42,0
1126,13848.0,United Kingdom,91,5,2.31,10
1127,13849.0,United Kingdom,51,101,305.42,8
1128,13850.0,United Kingdom,87,94,227.82,14
1129,13851.0,United Kingdom,95,81,181.35,14
1130,13853.0,United Kingdom,8,24,108.71,11
1131,13854.0,United Kingdom,8,114,528.0699999999999,4
1132,13856.0,United Kingdom,168,17,22.99,1
1133,13858.0,United Kingdom,56,11,47.69,10
1134,13859.0,United Kingdom,325,28,80.86,5
1135,13860.0,United Kingdom,0,77,270.06,4
1136,13862.0,United Kingdom,17,142,245.89000000000001,4
1137,13863.0,United Kingdom,244,22,53.8,5
1138,13865.0,United Kingdom,57,30,117.07,0
1139,13866.0,United Kingdom,73,7,23.630000000000003,10
1140,13867.0,United Kingdom,30,60,239.74,8
1141,13868.0,United Kingdom,6,33,61.19,11
1143,13870.0,United Kingdom,1,118,398.33,4
1145,13873.0,United Kingdom,119,24,109.97,12
1147,13875.0,United Kingdom,53,104,203.68,8
1148,13876.0,United Kingdom,63,7,35.8,10
1149,13877.0,United Kingdom,85,3,3.53,10
1150,13878.0,United Kingdom,54,35,166.76,0
1151,13880.0,United Kingdom,20,165,443.57,8
1152,13881.0,United Kingdom,3,180,483.22,4
1153,13882.0,United Kingdom,2,66,239.77,2
1154,13883.0,United Kingdom,0,155,534.57,4
1155,13884.0,United Kingdom,6,60,212.35,2
1156,13885.0,United Kingdom,188,28,110.9,5
1157,13886.0,United Kingdom,70,16,60.88,10
1158,13887.0,United Kingdom,203,19,73.23,5
1159,13888.0,United Kingdom,119,39,162.38,0
1160,13889.0,United Kingdom,92,15,57.5,10
1161,13890.0,United Kingdom,0,114,394.57,4
1162,13892.0,United Kingdom,26,27,29.95,9
1163,13893.0,United Kingdom,297,21,130.2,5
1164,13894.0,United Kingdom,21,30,78.76,9
1165,13895.0,United Kingdom,20,119,351.32,8
1166,13897.0,United Kingdom,49,17,33.11,9
1167,13898.0,United Kingdom,325,12,31.37,1
1168,13899.0,United Kingdom,15,19,57.59,11
1169,13900.0,United Kingdom,182,43,133.89,6
1170,13901.0,United Kingdom,71,149,557.33,14
1171,13904.0,United Kingdom,36,26,34.42,9
1172,13908.0,United Kingdom,79,126,360.74,14
1173,13911.0,United Kingdom,56,148,353.6,14
1174,13914.0,United Kingdom,3,34,96.72,11
1175,13917.0,United Kingdom,49,18,36.4,9
1176,13918.0,United Kingdom,49,30,65.56,9
1177,13919.0,Denmark,52,33,87.96,9
1179,13923.0,United Kingdom,53,20,59.49,9
1180,13924.0,United Kingdom,1,137,386.21999999999997,4
1181,13925.0,United Kingdom,35,45,304.09,8
1182,13926.0,United Kingdom,22,11,71.87,3
1183,13927.0,United Kingdom,74,21,56.61,12
1184,13928.0,United Kingdom,10,27,155.72,2
1185,13929.0,United Kingdom,168,10,57.599999999999994,13
1186,13930.0,United Kingdom,57,17,27.89,10
1187,13931.0,United Kingdom,85,59,120.32000000000001,0
1188,13932.0,United Kingdom,294,16,97.65,13
1189,13933.0,United Kingdom,108,23,79.59,12
1190,13934.0,United Kingdom,263,31,98.8,5
1191,13936.0,United Kingdom,170,27,42.64,1
1192,13937.0,United Kingdom,168,9,15.25,1
1193,13938.0,United Kingdom,34,7,7.09,7
1194,13939.0,United Kingdom,22,46,56.21,9
1195,13940.0,United Kingdom,16,49,152.95,2
1196,13941.0,United Kingdom,21,47,181.68,0
1197,13946.0,United Kingdom,78,11,18.47,10
1198,13947.0,United Kingdom,64,5,14.65,10
1200,13949.0,United Kingdom,2,160,233.06,4
1201,13950.0,United Kingdom,10,36,168.89,2
1202,13951.0,United Kingdom,175,39,136.08,6
1203,13952.0,United Kingdom,210,138,546.541,6
1204,13953.0,United Kingdom,6,20,45.86,11
1205,13954.0,United Kingdom,1,30,181.86,2
1206,13955.0,United Kingdom,153,33,99.53,5
1207,13956.0,United Kingdom,4,147,513.1,4
1209,13959.0,United Kingdom,78,90,198.6,14
1210,13960.0,United Kingdom,20,12,25.26,7
1211,13962.0,United Kingdom,21,11,77.21,3
1212,13963.0,United Kingdom,307,35,114.38000000000001,5
1213,13967.0,United Kingdom,145,2,7.2,1
1215,13971.0,United Kingdom,8,158,354.1,4
1216,13972.0,United Kingdom,70,15,38.19,10
1217,13973.0,United Kingdom,286,11,41.32,1
1218,13974.0,United Kingdom,48,28,61.51,9
1220,13976.0,United Kingdom,206,10,35.68,1
1221,13978.0,United Kingdom,14,15,18.16,7
1222,13979.0,United Kingdom,72,54,98.94,12
1223,13980.0,United Kingdom,59,11,43.06,10
1224,13982.0,United Kingdom,38,115,258.46,8
1226,13984.0,United Kingdom,26,17,34.8,9
1228,13986.0,United Kingdom,16,13,24.2,7
1230,13989.0,United Kingdom,65,41,107.64,12
1231,13990.0,United Kingdom,212,16,42.56,1
1232,13991.0,United Kingdom,11,84,129.07,2
1233,13992.0,United Kingdom,29,5,5.85,7
1235,13994.0,United Kingdom,3,148,555.58,4
1236,13995.0,United Kingdom,14,87,192.42,2
1237,13999.0,United Kingdom,9,212,489.63,4
1238,14000.0,United Kingdom,205,16,29.89,1
1239,14001.0,United Kingdom,45,40,142.16,0
1240,14002.0,United Kingdom,133,47,113.34,0
1241,14004.0,United Kingdom,42,171,486.33,8
1242,14005.0,United Kingdom,9,84,185.24,2
1243,14006.0,United Kingdom,115,30,71.12,12
1244,14009.0,United Kingdom,197,44,122.31,6
1245,14012.0,United Kingdom,277,11,31.15,1
1246,14013.0,United Kingdom,109,34,46.98,10
1247,14014.0,United Kingdom,76,39,22.15,12
1248,14015.0,United Kingdom,52,20,62.14,9
1249,14016.0,EIRE,153,162,648.63,6
1250,14019.0,United Kingdom,46,68,177.08,0
1251,14020.0,United Kingdom,16,39,111.11,11
1252,14021.0,United Kingdom,154,22,99.05,5
1253,14022.0,United Kingdom,224,28,36.27,1
1254,14023.0,United Kingdom,6,31,89.0,11
1255,14024.0,United Kingdom,121,16,59.22,10
1256,14027.0,United Kingdom,60,6,12.86,10
1257,14029.0,United Kingdom,62,15,65.49,10
1260,14032.0,United Kingdom,1,152,359.26,4
1261,14034.0,United Kingdom,21,89,210.57,8
1262,14035.0,United Kingdom,28,66,185.48,0
1263,14036.0,United Kingdom,284,38,166.13,6
1264,14037.0,United Kingdom,175,28,96.9,5
1265,14038.0,United Kingdom,77,93,179.38,14
1266,14039.0,United Kingdom,32,6,12.2,7
1268,14041.0,United Kingdom,265,21,39.29,1
1269,14044.0,United Kingdom,26,206,531.48,8
1270,14045.0,United Kingdom,108,6,25.4,10
1271,14046.0,United Kingdom,283,14,7.57,1
1272,14047.0,United Kingdom,8,34,164.03,2
1273,14048.0,United Kingdom,276,88,193.62,6
1275,14050.0,United Kingdom,31,54,83.09,9
1277,14052.0,United Kingdom,19,56,161.4,2
1278,14053.0,United Kingdom,123,4,5.51,10
1279,14054.0,United Kingdom,64,6,9.08,10
1280,14055.0,United Kingdom,105,10,44.53,10
1283,14059.0,United Kingdom,266,8,18.5,1
1284,14060.0,United Kingdom,4,203,291.44,4
1285,14062.0,United Kingdom,9,111,313.65,4
1286,14064.0,United Kingdom,28,79,125.26,8
1287,14066.0,United Kingdom,266,7,30.55,1
1288,14067.0,United Kingdom,63,52,148.85,0
1289,14068.0,United Kingdom,319,24,98.2,5
1291,14073.0,United Kingdom,20,14,33.59,7
1292,14075.0,United Kingdom,4,43,77.97,11
1293,14076.0,United Kingdom,128,44,88.62,12
1294,14077.0,United Kingdom,40,42,111.97,0
1295,14078.0,United Kingdom,101,65,174.23,0
1296,14079.0,United Kingdom,124,12,39.28,10
1297,14080.0,United Kingdom,32,4,3.8,7
1298,14081.0,United Kingdom,266,153,483.62,6
1300,14083.0,United Kingdom,3,177,502.06,4
1302,14087.0,United Kingdom,2,69,107.83,11
1304,14089.0,United Kingdom,56,13,28.65,10
1305,14090.0,United Kingdom,324,1,1.06,1
1306,14092.0,United Kingdom,7,217,593.62,4
1307,14093.0,United Kingdom,11,100,151.63,2
1309,14098.0,United Kingdom,36,21,35.8,9
1311,14100.0,United Kingdom,137,25,85.15,12
1312,14101.0,United Kingdom,73,35,60.55,12
1313,14102.0,United Kingdom,4,63,149.38,2
1314,14104.0,United Kingdom,154,21,166.60999999999999,5
1315,14105.0,United Kingdom,84,76,221.79,0
1316,14107.0,United Kingdom,51,124,330.02,8
1317,14108.0,United Kingdom,30,35,108.92,9
1318,14109.0,United Kingdom,22,14,38.55,7
1319,14110.0,United Kingdom,3,157,372.77,4
1320,14111.0,United Kingdom,13,11,41.05,7
1321,14112.0,United Kingdom,22,173,461.93,8
1322,14113.0,United Kingdom,3,40,107.86,11
1323,14114.0,United Kingdom,273,15,94.69,13
1324,14116.0,United Kingdom,19,72,234.12,2
1325,14117.0,United Kingdom,143,3,3.75,1
1327,14121.0,United Kingdom,3,161,394.73,4
1328,14124.0,United Kingdom,83,5,1.79,10
1329,14125.0,United Kingdom,10,166,526.29,4
1330,14126.0,United Kingdom,7,16,61.86,3
1331,14127.0,United Kingdom,122,44,174.22,0
1332,14128.0,United Kingdom,60,46,87.17,12
1333,14129.0,United Kingdom,1,52,142.19,2
1334,14130.0,United Kingdom,318,66,189.03,6
1335,14132.0,United Kingdom,1,201,346.5,4
1336,14133.0,United Kingdom,129,30,111.36,0
1337,14135.0,United Kingdom,1,134,331.31,4
1338,14138.0,United Kingdom,1,46,107.0,11
1339,14139.0,United Kingdom,45,26,37.9,9
1340,14140.0,United Kingdom,3,67,127.88,2
1341,14141.0,United Kingdom,2,46,158.18,2
1343,14143.0,United Kingdom,133,7,38.4,10
1344,14145.0,United Kingdom,46,12,59.400000000000006,3
1346,14147.0,United Kingdom,48,6,24.0,7
1347,14148.0,United Kingdom,233,3,22.65,1
1348,14149.0,United Kingdom,212,40,123.94,6
1349,14150.0,United Kingdom,35,26,43.74,9
1350,14152.0,United Kingdom,74,50,56.88,12
1351,14154.0,United Kingdom,238,52,410.44,6
1352,14155.0,United Kingdom,265,6,32.7,1
1354,14157.0,United Kingdom,19,47,105.06,11
1355,14158.0,United Kingdom,39,41,63.0,9
1357,14161.0,United Kingdom,215,104,331.88,6
1358,14162.0,United Kingdom,173,25,97.23,5
1359,14163.0,United Kingdom,86,52,246.38,0
1360,14164.0,United Kingdom,70,29,45.07,10
1361,14165.0,United Kingdom,275,24,78.84,5
1362,14167.0,United Kingdom,38,50,215.52,0
1363,14171.0,United Kingdom,97,58,167.41,0
1364,14173.0,United Kingdom,10,29,126.92999999999999,2
1365,14174.0,United Kingdom,32,26,50.37,9
1366,14175.0,United Kingdom,50,164,620.08,8
1367,14176.0,United Kingdom,296,32,112.25,5
